Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Miami Heat,Brooklyn Nets,0021800250,92,0.375,0.44,0.371,0.719,46.4,21.9,16.3,6.5,6.5,-1.3,106.5,107.8,0.544,104,0.412,0.447,0.36,0.72,44.0,23.6,14.2,6.9,4.4,-1.4,109.9,110.8,0.547,0,11/20/2018
Washington Wizards,LA Clippers,0021800249,125,0.313,0.453,0.327,0.757,39.4,21.7,14.0,7.9,6.1,-5.7,106.5,112.4,0.555,118,0.688,0.472,0.383,0.822,44.8,21.6,14.1,5.4,5.4,4.8,112.9,108.1,0.58,1,11/20/2018
Philadelphia 76ers,New Orleans Pelicans,0021800253,121,0.632,0.454,0.345,0.771,46.2,24.7,15.9,6.3,5.3,0.3,107.2,106.9,0.565,120,0.588,0.486,0.355,0.752,45.6,26.1,14.1,6.5,5.5,2.6,113.7,111.3,0.575,1,11/21/2018
Golden State Warriors,Oklahoma City Thunder,0021800264,95,0.667,0.496,0.391,0.823,44.9,27.9,14.5,7.1,5.9,6.0,114.7,108.8,0.597,123,0.625,0.447,0.312,0.716,46.1,20.7,14.1,10.7,5.4,4.7,107.8,103.2,0.534,0,11/21/2018
San Antonio Spurs,Memphis Grizzlies,0021800262,103,0.5,0.445,0.383,0.814,45.3,22.9,12.2,6.4,4.1,-0.9,108.7,109.4,0.54,104,0.688,0.452,0.372,0.748,40.1,24.0,14.1,10.0,5.2,3.1,106.1,102.9,0.555,0,11/21/2018
Chicago Bulls,Phoenix Suns,0021800257,124,0.235,0.44,0.355,0.768,40.6,21.1,15.2,7.5,4.8,-10.2,100.6,110.9,0.534,116,0.188,0.458,0.345,0.778,39.5,23.5,17.5,7.4,3.7,-10.6,101.7,112.0,0.557,1,11/21/2018
Boston Celtics,New York Knicks,0021800255,109,0.529,0.436,0.345,0.769,45.8,23.5,13.4,7.7,5.2,2.4,104.4,102.1,0.537,117,0.222,0.441,0.324,0.777,44.2,18.2,14.9,7.6,4.7,-6.6,106.2,112.6,0.533,0,11/21/2018
Cleveland Cavaliers,Los Angeles Lakers,0021800256,105,0.133,0.449,0.355,0.789,44.3,20.2,15.9,7.7,2.7,-8.7,104.6,113.4,0.537,109,0.563,0.478,0.361,0.728,43.7,23.8,14.6,8.4,5.7,1.2,110.7,109.3,0.564,0,11/21/2018
Houston Rockets,Detroit Pistons,0021800258,126,0.533,0.433,0.337,0.725,42.3,21.1,14.8,8.6,6.3,-0.3,108.4,108.6,0.55,124,0.571,0.43,0.316,0.749,47.0,20.7,14.3,6.4,3.9,-0.1,106.5,106.4,0.527,1,11/21/2018
Utah Jazz,Sacramento Kings,0021800263,110,0.471,0.456,0.328,0.71,42.0,23.3,15.6,8.3,5.5,-2.5,105.9,108.6,0.557,119,0.529,0.476,0.383,0.681,42.8,23.2,14.5,8.0,4.2,-2.1,107.1,109.0,0.558,0,11/21/2018
Milwaukee Bucks,Portland Trail Blazers,0021800259,143,0.75,0.484,0.369,0.767,49.0,25.4,15.1,6.6,6.1,10.6,114.8,104.1,0.594,100,0.706,0.46,0.369,0.848,50.2,20.6,14.6,5.9,4.6,6.6,113.1,106.4,0.571,1,11/21/2018
Dallas Mavericks,Brooklyn Nets,0021800261,119,0.438,0.459,0.352,0.751,43.9,22.1,16.6,7.1,4.8,0.8,107.4,106.7,0.565,113,0.444,0.446,0.355,0.723,44.5,23.2,14.1,6.9,4.3,-0.6,109.5,109.7,0.546,1,11/21/2018
Atlanta Hawks,Toronto Raptors,0021800254,108,0.176,0.438,0.325,0.737,41.5,22.8,17.3,8.0,5.3,-10.2,100.6,110.3,0.538,124,0.778,0.484,0.336,0.794,45.4,24.2,14.8,8.8,5.5,7.8,112.3,104.9,0.579,0,11/21/2018
Minnesota Timberwolves,Denver Nuggets,0021800260,101,0.412,0.436,0.373,0.815,42.8,22.4,13.9,9.2,5.5,-4.3,106.5,111.2,0.541,103,0.588,0.467,0.337,0.74,46.8,26.0,14.5,8.5,4.9,6.0,111.0,105.3,0.556,0,11/21/2018
Charlotte Hornets,Indiana Pacers,0021800252,127,0.5,0.456,0.354,0.806,43.8,23.8,12.6,6.8,5.8,4.5,112.2,107.9,0.561,109,0.647,0.479,0.385,0.704,42.5,23.6,14.8,9.4,5.4,4.9,107.9,102.9,0.561,1,11/21/2018
Philadelphia 76ers,Cleveland Cavaliers,0021800270,112,0.65,0.454,0.345,0.776,46.1,24.8,15.9,6.3,5.4,0.3,107.6,107.2,0.564,121,0.125,0.444,0.358,0.795,44.5,20.1,15.2,7.4,2.7,-8.4,104.9,113.5,0.533,0,11/23/2018
Golden State Warriors,Portland Trail Blazers,0021800277,125,0.632,0.492,0.383,0.814,44.7,27.7,14.7,7.0,6.1,4.2,113.6,109.4,0.593,97,0.667,0.455,0.359,0.846,49.4,20.1,14.6,6.0,4.6,3.9,111.9,107.9,0.565,1,11/23/2018
Los Angeles Lakers,Utah Jazz,0021800278,90,0.588,0.48,0.361,0.727,44.2,23.8,14.6,8.0,5.9,1.4,110.9,109.3,0.566,83,0.444,0.454,0.327,0.71,42.3,23.2,15.3,8.3,5.6,-2.9,106.2,109.4,0.556,1,11/23/2018
Chicago Bulls,Miami Heat,0021800273,96,0.278,0.446,0.359,0.775,40.4,21.4,15.2,7.5,4.7,-9.2,101.7,111.0,0.542,103,0.353,0.435,0.363,0.716,46.7,21.6,16.1,6.4,6.4,-1.9,105.6,107.5,0.536,0,11/23/2018
New York Knicks,New Orleans Pelicans,0021800269,114,0.263,0.443,0.334,0.779,44.4,18.5,15.0,7.4,5.1,-5.8,106.6,112.2,0.537,109,0.556,0.483,0.356,0.752,45.9,25.9,14.1,6.6,5.7,2.4,113.7,111.5,0.572,1,11/23/2018
Brooklyn Nets,Minnesota Timberwolves,0021800265,102,0.421,0.446,0.354,0.723,44.4,23.2,14.1,6.9,4.2,-0.9,109.7,110.1,0.546,112,0.389,0.437,0.368,0.817,42.7,22.5,14.1,9.1,5.4,-4.2,106.3,110.9,0.542,0,11/23/2018
LA Clippers,Memphis Grizzlies,0021800266,112,0.647,0.475,0.385,0.822,44.6,21.4,14.4,5.4,5.3,4.2,112.8,108.7,0.582,107,0.706,0.454,0.369,0.754,40.2,23.8,13.8,9.7,5.3,3.0,106.3,103.3,0.556,1,11/23/2018
Detroit Pistons,Houston Rockets,0021800267,116,0.533,0.433,0.326,0.749,46.3,20.6,14.4,6.5,3.7,-0.2,107.7,107.7,0.533,111,0.563,0.44,0.34,0.743,41.9,20.9,14.8,8.6,6.4,-0.2,109.6,109.6,0.559,1,11/23/2018
Milwaukee Bucks,Phoenix Suns,0021800275,114,0.765,0.487,0.366,0.77,49.4,25.8,14.9,6.6,5.8,12.3,115.8,103.4,0.596,116,0.176,0.46,0.342,0.785,39.2,23.7,17.2,7.4,3.8,-10.4,102.3,112.5,0.558,0,11/23/2018
Indiana Pacers,San Antonio Spurs,0021800272,100,0.611,0.48,0.381,0.715,42.3,23.8,14.8,9.1,5.5,3.6,108.2,104.4,0.563,111,0.471,0.444,0.379,0.818,45.4,22.8,12.1,6.3,4.1,-0.9,108.8,109.4,0.54,0,11/23/2018
Atlanta Hawks,Boston Celtics,0021800268,96,0.167,0.439,0.322,0.738,41.1,22.8,16.8,8.1,5.4,-10.5,100.8,110.9,0.537,114,0.5,0.434,0.343,0.765,45.9,23.9,13.1,7.8,5.4,1.8,104.4,102.8,0.535,0,11/23/2018
Denver Nuggets,Orlando Magic,0021800276,112,0.611,0.467,0.341,0.742,46.5,26.2,14.5,8.7,4.9,5.8,110.7,105.2,0.557,87,0.5,0.454,0.345,0.771,43.0,26.0,13.7,7.3,6.0,-2.1,106.5,108.4,0.544,1,11/23/2018
Toronto Raptors,Washington Wizards,0021800271,125,0.789,0.486,0.338,0.791,45.9,24.6,15.0,8.7,5.2,8.2,112.8,105.0,0.581,107,0.353,0.451,0.327,0.762,39.5,21.9,13.6,8.0,6.1,-5.0,107.2,112.3,0.555,1,11/23/2018
Oklahoma City Thunder,Charlotte Hornets,0021800274,109,0.647,0.45,0.316,0.71,46.9,21.1,13.9,10.7,5.4,6.0,108.4,102.6,0.535,104,0.529,0.462,0.367,0.809,43.5,24.2,12.6,6.9,5.6,5.3,113.2,108.3,0.568,1,11/23/2018
Golden State Warriors,Sacramento Kings,0021800285,117,0.65,0.496,0.391,0.811,44.7,27.8,14.7,7.2,6.3,5.4,114.1,108.8,0.597,116,0.556,0.479,0.385,0.683,43.1,23.4,14.3,7.9,4.2,-1.5,107.9,109.1,0.561,1,11/24/2018
Cleveland Cavaliers,Houston Rockets,0021800279,117,0.176,0.449,0.366,0.793,44.6,19.9,14.9,7.4,2.6,-7.4,106.3,113.8,0.538,108,0.529,0.438,0.337,0.752,42.0,20.9,14.8,8.4,6.4,-0.5,109.5,109.8,0.557,1,11/24/2018
Milwaukee Bucks,San Antonio Spurs,0021800284,135,0.722,0.487,0.358,0.762,48.9,26.0,14.8,6.6,5.9,11.6,115.4,103.8,0.594,129,0.5,0.447,0.384,0.811,45.4,23.1,12.2,6.1,4.1,-0.2,108.9,108.9,0.543,1,11/24/2018
Dallas Mavericks,Boston Celtics,0021800283,113,0.471,0.46,0.355,0.754,43.9,22.1,16.4,7.2,4.7,1.1,108.0,107.1,0.568,104,0.526,0.435,0.342,0.767,45.6,24.1,13.2,8.0,5.4,2.6,104.6,102.1,0.536,1,11/24/2018
Minnesota Timberwolves,Chicago Bulls,0021800281,111,0.421,0.439,0.367,0.82,42.5,22.7,13.8,9.5,5.3,-3.5,106.7,110.5,0.543,96,0.263,0.442,0.353,0.783,40.8,21.4,15.3,7.5,4.7,-9.0,101.1,110.3,0.537,1,11/24/2018
Washington Wizards,New Orleans Pelicans,0021800280,124,0.333,0.448,0.317,0.769,39.7,22.2,13.6,8.0,6.2,-5.7,107.1,112.9,0.552,114,0.526,0.478,0.35,0.752,46.3,25.9,14.1,6.5,5.6,2.0,113.3,111.6,0.567,1,11/24/2018
Oklahoma City Thunder,Denver Nuggets,0021800282,98,0.667,0.449,0.317,0.708,46.8,21.3,13.9,10.4,5.2,5.9,108.4,102.5,0.535,105,0.632,0.468,0.34,0.748,46.8,26.6,14.3,8.8,4.9,6.8,111.0,104.4,0.557,0,11/24/2018
Los Angeles Lakers,Orlando Magic,0021800286,104,0.611,0.479,0.358,0.722,44.3,23.1,15.1,8.2,5.9,1.7,109.6,107.7,0.564,108,0.474,0.451,0.34,0.772,42.7,26.0,13.8,7.3,5.8,-3.3,105.6,108.8,0.542,0,11/25/2018
Brooklyn Nets,Philadelphia 76ers,0021800289,125,0.4,0.445,0.351,0.729,44.5,23.4,14.4,6.7,4.2,-1.4,109.4,110.3,0.547,127,0.619,0.457,0.346,0.776,45.6,24.9,15.6,6.3,5.2,-0.1,108.1,108.2,0.567,0,11/25/2018
Detroit Pistons,Phoenix Suns,0021800287,118,0.563,0.434,0.323,0.747,46.4,20.4,14.4,6.7,3.8,0.1,108.0,107.8,0.534,107,0.222,0.462,0.342,0.784,39.1,23.5,16.8,7.5,3.8,-9.7,102.8,112.2,0.559,1,11/25/2018
Portland Trail Blazers,LA Clippers,0021800293,100,0.632,0.452,0.36,0.831,48.9,20.2,14.6,6.1,4.5,2.3,111.2,108.8,0.56,104,0.667,0.472,0.383,0.825,44.7,21.6,14.1,5.4,5.3,4.2,112.4,108.1,0.579,0,11/25/2018
Atlanta Hawks,Charlotte Hornets,0021800288,124,0.158,0.438,0.314,0.735,40.9,22.7,17.0,8.1,5.4,-10.8,100.3,110.7,0.536,123,0.5,0.461,0.359,0.811,43.5,24.1,12.7,6.9,5.6,4.7,112.6,108.2,0.566,1,11/25/2018
Sacramento Kings,Utah Jazz,0021800292,112,0.526,0.476,0.386,0.686,43.2,23.6,14.0,7.8,4.2,-1.5,108.1,109.3,0.559,133,0.421,0.451,0.321,0.711,42.1,23.1,15.4,8.5,5.5,-3.1,104.8,108.2,0.55,0,11/25/2018
Toronto Raptors,Miami Heat,0021800290,125,0.8,0.487,0.343,0.793,46.0,24.9,15.0,8.5,5.3,8.7,113.3,105.0,0.583,115,0.389,0.435,0.359,0.709,46.6,21.5,16.0,6.5,6.7,-1.4,105.1,106.5,0.535,1,11/25/2018
Memphis Grizzlies,New York Knicks,0021800291,98,0.667,0.454,0.367,0.755,40.4,24.0,13.9,9.4,5.4,2.5,105.8,103.4,0.555,103,0.3,0.444,0.336,0.777,44.4,18.7,14.7,7.5,5.3,-5.3,106.9,111.9,0.538,0,11/25/2018
Golden State Warriors,Orlando Magic,0021800300,116,0.667,0.495,0.386,0.815,45.0,27.7,14.7,7.1,6.2,5.2,114.1,108.9,0.596,110,0.5,0.451,0.341,0.778,42.8,26.2,13.8,7.3,5.7,-2.9,105.5,108.4,0.542,1,11/26/2018
Chicago Bulls,San Antonio Spurs,0021800297,107,0.25,0.44,0.351,0.778,40.7,21.4,15.2,7.5,4.7,-9.3,100.7,110.2,0.536,108,0.474,0.452,0.388,0.808,44.9,23.3,12.1,6.2,4.1,-0.5,109.7,110.0,0.547,0,11/26/2018
Cleveland Cavaliers,Minnesota Timberwolves,0021800295,95,0.222,0.452,0.363,0.791,45.0,19.8,14.9,7.7,2.6,-6.5,107.4,114.0,0.539,102,0.45,0.437,0.358,0.822,43.3,22.6,13.8,9.3,5.3,-2.6,106.9,109.7,0.54,0,11/26/2018
Utah Jazz,Indiana Pacers,0021800299,88,0.45,0.455,0.322,0.714,42.2,23.3,15.5,8.5,5.4,-1.9,105.6,107.8,0.555,121,0.579,0.479,0.369,0.711,42.5,24.2,14.7,9.1,5.3,2.8,107.8,104.7,0.559,0,11/26/2018
Charlotte Hornets,Milwaukee Bucks,0021800294,110,0.474,0.461,0.361,0.811,43.4,24.4,12.6,6.9,5.5,4.4,112.9,108.8,0.567,107,0.737,0.491,0.359,0.762,48.4,26.1,14.7,6.6,5.7,11.3,116.2,104.9,0.599,1,11/26/2018
Washington Wizards,Houston Rockets,0021800296,135,0.368,0.454,0.318,0.758,39.8,22.5,13.6,8.2,6.3,-4.8,107.4,112.4,0.555,131,0.5,0.441,0.339,0.747,41.6,20.8,14.9,8.3,6.3,-1.0,109.9,110.7,0.56,1,11/26/2018
New Orleans Pelicans,Boston Celtics,0021800298,107,0.5,0.478,0.351,0.755,45.9,25.7,14.1,6.7,5.5,1.4,112.8,111.7,0.567,124,0.5,0.437,0.343,0.772,45.5,23.9,13.4,8.0,5.3,2.1,104.6,102.8,0.538,0,11/26/2018
Phoenix Suns,Indiana Pacers,0021800305,104,0.211,0.465,0.341,0.78,39.3,23.5,16.8,7.4,3.9,-9.8,103.2,112.6,0.561,109,0.6,0.484,0.373,0.716,42.3,24.6,14.7,9.3,5.3,4.3,108.5,103.9,0.564,0,11/27/2018
Miami Heat,Atlanta Hawks,0021800302,113,0.368,0.433,0.362,0.708,46.6,21.4,15.5,6.5,6.6,-1.8,105.6,107.4,0.534,115,0.2,0.443,0.32,0.735,40.8,23.2,16.9,7.9,5.6,-10.2,101.2,111.1,0.541,0,11/27/2018
Detroit Pistons,New York Knicks,0021800301,115,0.588,0.436,0.328,0.741,46.1,21.0,14.3,6.9,3.5,0.7,108.6,107.8,0.536,108,0.333,0.44,0.337,0.781,45.1,18.7,14.5,7.3,5.3,-4.8,107.0,111.6,0.535,1,11/27/2018
Denver Nuggets,Los Angeles Lakers,0021800304,117,0.65,0.465,0.34,0.745,47.2,26.6,14.5,8.7,5.1,6.8,110.6,104.1,0.553,85,0.579,0.478,0.36,0.717,44.1,23.0,15.2,8.2,6.1,1.4,109.2,107.5,0.564,1,11/27/2018
Memphis Grizzlies,Toronto Raptors,0021800303,114,0.632,0.454,0.367,0.747,40.5,24.3,13.7,9.2,6.2,2.1,105.7,103.7,0.553,122,0.81,0.488,0.342,0.793,46.0,24.9,14.8,8.3,5.3,8.7,113.7,105.4,0.584,0,11/27/2018
Philadelphia 76ers,New York Knicks,0021800307,117,0.636,0.459,0.349,0.778,45.4,25.1,15.4,6.4,5.2,0.0,108.9,108.9,0.569,91,0.318,0.438,0.336,0.785,45.2,18.5,14.4,7.2,5.3,-4.9,106.8,111.5,0.534,1,11/28/2018
Brooklyn Nets,Utah Jazz,0021800308,91,0.381,0.45,0.353,0.73,44.4,23.1,14.4,6.5,4.2,-1.4,110.1,111.0,0.551,101,0.429,0.454,0.319,0.714,42.0,23.4,15.7,8.6,5.3,-3.4,104.8,108.4,0.552,0,11/28/2018
LA Clippers,Phoenix Suns,0021800315,115,0.684,0.469,0.373,0.816,44.9,21.3,13.6,5.6,5.3,4.2,112.1,107.9,0.574,99,0.2,0.464,0.341,0.775,39.7,23.3,16.5,7.4,4.0,-9.6,103.4,112.5,0.559,1,11/28/2018
Houston Rockets,Dallas Mavericks,0021800309,108,0.474,0.443,0.341,0.749,41.7,20.8,15.2,8.2,6.2,-1.1,110.5,111.6,0.563,128,0.5,0.462,0.357,0.748,43.9,22.4,16.4,7.5,4.6,1.5,108.4,107.1,0.569,0,11/28/2018
Portland Trail Blazers,Orlando Magic,0021800314,115,0.6,0.451,0.351,0.83,49.4,20.1,14.5,6.0,4.5,2.0,110.8,108.7,0.557,112,0.476,0.451,0.346,0.777,42.4,26.3,13.7,7.5,5.6,-3.0,105.9,108.9,0.543,1,11/28/2018
Milwaukee Bucks,Chicago Bulls,0021800310,116,0.7,0.487,0.358,0.764,48.4,26.1,14.8,6.6,5.7,10.6,115.7,105.1,0.596,113,0.238,0.441,0.355,0.779,40.9,21.5,15.1,7.4,4.7,-8.9,101.1,110.2,0.537,1,11/28/2018
Charlotte Hornets,Atlanta Hawks,0021800306,108,0.5,0.461,0.365,0.804,43.4,24.2,12.5,7.0,5.5,4.4,112.7,108.6,0.568,94,0.238,0.445,0.323,0.742,40.9,23.1,17.1,8.1,5.6,-9.7,101.4,110.7,0.544,1,11/28/2018
Minnesota Timberwolves,San Antonio Spurs,0021800311,128,0.476,0.438,0.356,0.819,43.2,22.5,13.6,9.3,5.4,-2.1,107.0,109.4,0.54,89,0.5,0.453,0.385,0.809,45.0,23.6,12.0,6.2,4.0,-0.5,109.7,110.0,0.547,1,11/28/2018
Oklahoma City Thunder,Cleveland Cavaliers,0021800313,100,0.632,0.444,0.311,0.705,47.1,21.3,13.7,10.3,5.2,5.3,107.8,102.6,0.529,83,0.211,0.45,0.36,0.796,44.9,20.1,15.0,7.5,2.6,-6.6,107.1,113.7,0.538,1,11/28/2018
New Orleans Pelicans,Washington Wizards,0021800312,125,0.476,0.476,0.352,0.764,45.7,25.5,14.5,6.7,5.4,0.6,112.7,112.3,0.569,104,0.4,0.46,0.321,0.758,39.6,22.7,13.5,8.1,6.3,-4.4,108.4,112.8,0.56,1,11/28/2018
Los Angeles Lakers,Indiana Pacers,0021800317,104,0.55,0.474,0.347,0.715,43.9,22.8,15.1,8.0,6.2,-0.2,108.0,108.0,0.558,96,0.619,0.481,0.376,0.719,42.9,24.7,14.6,9.3,5.3,4.4,108.6,104.0,0.562,1,11/29/2018
Sacramento Kings,LA Clippers,0021800318,121,0.5,0.476,0.386,0.69,42.6,23.3,14.1,7.8,4.3,-2.4,107.7,109.8,0.56,133,0.7,0.469,0.38,0.813,45.4,21.3,14.0,5.6,5.3,4.8,112.2,107.3,0.574,0,11/29/2018
Toronto Raptors,Golden State Warriors,0021800316,131,0.818,0.493,0.351,0.789,45.4,25.0,14.8,8.1,5.3,8.7,114.3,106.1,0.591,128,0.682,0.494,0.385,0.819,45.1,27.4,14.7,7.2,6.3,5.2,114.2,109.1,0.597,1,11/29/2018
Philadelphia 76ers,Washington Wizards,0021800322,123,0.652,0.462,0.354,0.776,45.5,25.4,15.4,6.4,5.2,1.1,109.1,108.1,0.571,98,0.381,0.458,0.322,0.752,39.4,22.8,13.6,8.2,6.1,-5.1,107.9,113.0,0.558,1,11/30/2018
San Antonio Spurs,Houston Rockets,0021800326,105,0.476,0.451,0.38,0.814,45.1,23.5,12.3,6.0,4.1,-2.3,108.7,110.9,0.544,136,0.45,0.444,0.338,0.744,41.7,21.2,15.4,8.3,6.1,-2.1,110.7,112.7,0.562,0,11/30/2018
Los Angeles Lakers,Dallas Mavericks,0021800328,114,0.571,0.475,0.345,0.707,44.1,22.9,15.2,8.0,6.4,0.2,107.8,107.4,0.558,103,0.526,0.466,0.365,0.75,43.6,22.6,16.4,7.6,4.8,2.5,109.6,107.5,0.574,1,11/30/2018
Phoenix Suns,Orlando Magic,0021800327,85,0.19,0.462,0.34,0.773,39.3,23.1,16.5,7.9,4.1,-9.8,103.1,112.5,0.556,99,0.455,0.454,0.352,0.783,42.2,26.4,13.7,7.3,5.7,-3.0,106.2,109.3,0.547,0,11/30/2018
Brooklyn Nets,Memphis Grizzlies,0021800323,125,0.364,0.446,0.353,0.729,44.6,22.6,14.7,6.7,4.2,-1.8,109.2,110.4,0.547,131,0.6,0.456,0.366,0.752,40.4,24.5,13.8,9.3,6.1,1.6,106.5,104.9,0.555,0,11/30/2018
Boston Celtics,Cleveland Cavaliers,0021800319,128,0.524,0.44,0.35,0.775,45.3,24.1,13.5,8.3,5.3,2.8,105.6,103.1,0.541,95,0.2,0.447,0.362,0.788,44.9,20.1,15.0,7.3,2.5,-7.1,106.0,113.2,0.534,1,11/30/2018
Miami Heat,New Orleans Pelicans,0021800324,106,0.35,0.435,0.361,0.705,46.2,21.4,15.6,7.1,6.4,-1.8,105.5,107.3,0.536,101,0.5,0.477,0.349,0.765,46.3,25.3,14.7,6.8,5.4,1.5,112.9,111.6,0.569,1,11/30/2018
Detroit Pistons,Chicago Bulls,0021800321,107,0.611,0.438,0.326,0.738,46.1,20.9,14.2,6.7,3.7,1.1,108.6,107.6,0.538,88,0.227,0.442,0.351,0.778,41.0,21.8,14.9,7.5,4.6,-8.7,101.6,110.4,0.538,1,11/30/2018
Portland Trail Blazers,Denver Nuggets,0021800329,112,0.619,0.451,0.359,0.821,49.4,20.3,14.4,6.1,4.4,2.0,111.2,109.0,0.558,113,0.667,0.466,0.341,0.752,47.8,26.6,14.4,8.6,5.0,8.0,111.0,103.2,0.554,0,11/30/2018
Charlotte Hornets,Utah Jazz,0021800320,111,0.524,0.461,0.36,0.8,43.2,23.9,12.5,7.4,5.4,4.8,112.0,107.6,0.567,119,0.455,0.455,0.319,0.712,42.2,23.1,15.8,8.7,5.4,-2.8,104.5,107.6,0.552,0,11/30/2018
Oklahoma City Thunder,Atlanta Hawks,0021800325,124,0.65,0.445,0.307,0.708,47.3,21.5,13.7,10.1,5.5,5.9,107.6,101.8,0.529,109,0.227,0.44,0.318,0.747,41.3,22.9,17.2,8.2,5.7,-9.8,100.8,110.2,0.54,1,11/30/2018
New York Knicks,Milwaukee Bucks,0021800330,136,0.304,0.434,0.331,0.791,45.0,18.3,14.4,7.4,5.3,-5.8,106.1,111.6,0.531,134,0.714,0.488,0.358,0.763,48.3,26.2,14.6,6.6,5.8,10.2,115.6,105.3,0.596,1,12/01/2018
Cleveland Cavaliers,Toronto Raptors,0021800332,95,0.19,0.445,0.36,0.789,44.5,20.0,14.9,7.2,2.4,-8.4,105.7,114.1,0.533,106,0.826,0.494,0.353,0.795,45.0,24.9,14.8,8.0,5.3,8.4,114.7,106.8,0.593,0,12/01/2018
Houston Rockets,Chicago Bulls,0021800334,121,0.476,0.447,0.343,0.747,42.1,21.8,14.9,8.4,6.1,-0.5,112.1,112.4,0.566,105,0.217,0.441,0.345,0.778,41.0,22.0,14.9,7.4,4.7,-9.1,101.1,110.3,0.536,1,12/01/2018
Detroit Pistons,Golden State Warriors,0021800331,111,0.632,0.438,0.329,0.739,46.4,21.1,14.1,6.7,3.8,2.0,108.7,106.7,0.538,102,0.652,0.494,0.385,0.821,45.0,27.4,14.7,7.1,6.2,4.9,114.5,109.7,0.596,1,12/01/2018
Sacramento Kings,Indiana Pacers,0021800336,111,0.476,0.476,0.382,0.698,42.8,23.4,13.9,7.7,4.2,-2.8,108.2,110.8,0.56,110,0.591,0.476,0.378,0.724,43.0,24.6,14.7,9.5,5.2,3.8,108.0,104.0,0.559,1,12/01/2018
Minnesota Timberwolves,Boston Celtics,0021800335,109,0.5,0.442,0.361,0.814,43.5,23.0,13.4,9.4,5.4,-0.3,107.9,108.5,0.543,118,0.545,0.444,0.358,0.777,45.5,24.4,13.4,8.1,5.2,4.1,106.7,102.8,0.546,0,12/01/2018
Washington Wizards,Brooklyn Nets,0021800333,102,0.364,0.456,0.32,0.755,39.4,22.7,13.6,8.3,6.0,-6.0,107.1,113.1,0.555,88,0.348,0.446,0.354,0.735,44.5,22.6,14.7,6.7,4.2,-1.9,109.1,110.6,0.549,1,12/01/2018
Philadelphia 76ers,Memphis Grizzlies,0021800340,103,0.667,0.461,0.352,0.775,45.9,25.4,15.2,6.6,5.3,2.0,109.3,107.4,0.57,95,0.619,0.458,0.368,0.757,40.3,24.4,13.8,9.1,6.1,1.8,106.9,104.9,0.557,1,12/02/2018
San Antonio Spurs,Portland Trail Blazers,0021800342,131,0.455,0.451,0.379,0.816,44.9,23.6,12.4,5.9,4.1,-3.6,108.7,112.1,0.545,118,0.591,0.454,0.356,0.819,49.2,20.3,14.4,6.1,4.4,1.9,111.4,109.4,0.559,1,12/02/2018
Los Angeles Lakers,Phoenix Suns,0021800337,120,0.591,0.475,0.343,0.704,44.1,22.8,15.3,8.0,6.2,0.7,107.8,106.9,0.558,96,0.182,0.46,0.336,0.771,39.5,23.2,16.4,7.8,3.9,-10.1,102.6,112.3,0.553,1,12/02/2018
Miami Heat,Utah Jazz,0021800339,102,0.381,0.434,0.359,0.702,46.2,21.4,15.5,7.3,6.3,-1.5,105.6,107.0,0.535,100,0.478,0.458,0.326,0.712,42.2,23.5,15.8,8.5,5.4,-2.3,105.2,107.8,0.557,1,12/02/2018
Dallas Mavericks,LA Clippers,0021800341,114,0.5,0.462,0.359,0.749,43.6,22.4,16.3,7.7,4.7,1.8,108.9,107.4,0.571,110,0.714,0.473,0.382,0.81,45.0,21.4,13.8,5.7,5.3,5.1,113.1,107.9,0.578,1,12/02/2018
Charlotte Hornets,New Orleans Pelicans,0021800338,109,0.5,0.462,0.359,0.796,43.1,23.7,12.4,7.4,5.3,4.2,112.1,108.2,0.566,119,0.478,0.475,0.344,0.769,46.3,25.3,14.7,6.7,5.5,1.2,112.4,111.4,0.568,0,12/02/2018
New York Knicks,Washington Wizards,0021800346,107,0.333,0.439,0.343,0.787,44.6,18.7,14.4,7.2,5.1,-5.5,106.6,111.8,0.536,110,0.391,0.458,0.32,0.752,39.4,22.6,13.6,8.3,5.9,-5.2,107.0,112.2,0.556,0,12/03/2018
Brooklyn Nets,Cleveland Cavaliers,0021800345,97,0.333,0.443,0.349,0.738,44.5,22.4,14.9,6.7,4.1,-2.4,108.3,110.4,0.546,99,0.182,0.442,0.354,0.794,44.6,19.8,14.8,7.2,2.3,-8.5,105.4,114.0,0.531,0,12/03/2018
Detroit Pistons,Oklahoma City Thunder,0021800343,83,0.65,0.438,0.33,0.735,46.5,21.1,14.0,6.7,3.7,2.3,108.8,106.4,0.537,110,0.667,0.449,0.315,0.715,47.1,21.8,14.0,10.1,5.5,6.3,108.0,101.7,0.535,0,12/03/2018
